emp_id,department,role,band,gender,city,education,age,tenure_years,salary,performance,satisfaction,engagement,leaves_taken,trainings,promotions,attrition,exit_reason,hire_year,remote_pct,overtime_hrs,manager_rating,peer_rating,skip_meetings_pct,attrition_risk,risk_band,cost_to_replace,days_since_promo,target_achieved
EMP01407,Marketing,Analyst,L3,Male,Bangalore,Master's,45,0.2,54800.0,3.6,4.1,2.5,8,7,0,0,Contract End,2022,25,16,3.9,3.2,0.1,0.498,Medium,101800.0,1256,0.67
EMP01408,Engineering,Analyst,L4,Female,Kolkata,PhD,46,13.6,35100.0,4.4,4.5,2.8,10,6,0,0,Transfer,2019,0,23,4.3,2.3,0.0,0.448,Medium,37700.0,927,0.79
EMP01409,Operations,Senior Manager,L4,Male,Delhi,MBA,55,4.4,207800.0,4.5,4.4,3.1,22,7,1,0,Transfer,2021,0,20,4.5,2.9,0.37,0.446,Medium,286200.0,1058,0.76
EMP01410,Engineering,Senior Analyst,L3,Female,Pune,Master's,26,7.3,153600.0,3.0,4.1,3.1,3,1,3,0,Retirement,2015,100,16,4.3,4.5,0.04,0.476,Medium,288200.0,295,0.87
EMP01411,Engineering,Individual Contributor,L3,Male,Chennai,Master's,45,2.4,99900.0,4.2,3.1,3.9,7,7,2,0,Contract End,2019,50,17,4.6,3.8,0.3,0.516,Medium,141500.0,1487,0.57
EMP01412,Sales,Individual Contributor,L1,Male,Kolkata,MBA,30,1.0,153300.0,4.4,3.8,4.1,8,0,0,0,Retirement,2016,50,8,3.8,2.6,0.15,0.403,Medium,177100.0,1445,0.49
EMP01413,Sales,Individual Contributor,L4,Male,Chennai,Bachelor's,29,0.1,67400.0,3.7,4.9,4.2,14,0,1,0,Resignation,2018,25,12,3.9,4.3,0.07,0.318,Low,52300.0,1000,0.41
EMP01414,Marketing,Analyst,L3,Female,Hyderabad,Bachelor's,25,0.4,28800.0,4.2,4.6,4.5,17,0,3,1,Contract End,2019,75,17,3.7,2.5,0.24,0.392,Medium,51400.0,171,0.81
EMP01415,Customer Success,Director,L3,Non-Binary,Noida,MBA,51,1.2,92800.0,4.3,4.9,4.6,24,0,0,1,Resignation,2020,100,1,4.1,4.2,0.22,0.261,Low,104300.0,1150,0.71
EMP01416,Engineering,Manager,L4,Male,Delhi,MBA,50,10.5,74900.0,3.9,3.4,4.5,17,6,0,0,Retirement,2019,0,21,3.7,3.5,0.08,0.406,Medium,88100.0,1441,0.59
EMP01417,Finance,Analyst,L5,Male,Hyderabad,PhD,44,0.8,146100.0,3.8,3.3,3.5,23,1,2,0,Contract End,2022,25,13,4.2,2.5,0.35,0.474,Medium,98600.0,56,0.63
EMP01418,Sales,Analyst,L3,Female,Delhi,PhD,34,1.9,56800.0,2.6,4.8,3.1,27,4,1,0,Contract End,2018,50,4,4.3,4.4,0.11,0.359,Medium,67900.0,449,0.75
EMP01419,Operations,VP,L2,Male,Kolkata,Bachelor's,24,3.1,125500.0,3.8,4.4,4.1,2,0,2,0,Contract End,2022,100,22,3.8,4.3,0.23,0.447,Medium,242300.0,1496,0.6
EMP01420,Finance,Manager,L1,Female,Hyderabad,Bachelor's,22,5.4,121300.0,4.5,3.7,2.4,10,7,3,0,Contract End,2020,0,12,3.4,3.2,0.19,0.468,Medium,180900.0,1340,0.69
EMP01421,Operations,VP,L1,Male,Delhi,Bachelor's,25,5.3,66400.0,2.5,4.0,3.6,30,3,0,0,Transfer,2019,50,13,4.5,4.0,0.18,0.442,Medium,100500.0,899,0.8
EMP01422,Operations,Director,L4,Female,Chennai,Bachelor's,23,0.3,72200.0,3.6,3.7,4.8,25,7,0,0,Retirement,2015,50,24,2.8,4.1,0.06,0.462,Medium,63800.0,1293,0.67
EMP01423,Operations,Individual Contributor,L2,Male,Kolkata,Bachelor's,26,7.6,185700.0,4.9,3.9,2.6,1,7,0,0,Resignation,2015,50,7,2.5,3.2,0.28,0.347,Medium,211000.0,900,0.75
EMP01424,Engineering,VP,L3,Male,Chennai,MBA,50,3.6,116500.0,2.8,4.2,4.1,0,0,1,0,Transfer,2023,50,6,3.8,4.4,0.27,0.304,Low,64900.0,1026,0.77
EMP01425,Marketing,Director,L5,Female,Noida,PhD,53,10.3,52600.0,4.2,4.5,3.6,13,1,0,0,Termination,2023,100,11,3.9,2.4,0.09,0.324,Low,49200.0,1123,0.65
EMP01426,Operations,VP,L3,Male,Pune,Bachelor's,37,1.6,25300.0,4.8,3.6,3.2,2,5,1,0,Transfer,2018,0,21,3.8,4.2,0.15,0.576,Medium,18600.0,1490,0.79
EMP01427,Operations,VP,L3,Male,Kolkata,Bachelor's,46,3.9,55100.0,4.3,2.3,2.1,6,5,1,0,Transfer,2022,50,11,3.2,2.8,0.25,0.601,Medium,107300.0,1397,0.85
EMP01428,Customer Success,Director,L4,Female,Bangalore,Diploma,53,4.9,90300.0,4.9,4.1,4.3,24,0,2,1,Transfer,2015,0,11,3.1,3.0,0.22,0.363,Medium,171500.0,867,0.34
EMP01429,Sales,Senior Manager,L5,Male,Hyderabad,PhD,31,7.5,56000.0,3.0,4.2,3.0,10,5,1,1,Transfer,2021,50,9,3.8,3.5,0.11,0.412,Medium,90900.0,587,0.4
EMP01430,Engineering,Manager,L3,Male,Kolkata,Bachelor's,50,1.0,98500.0,4.7,3.5,4.1,22,5,2,0,Retirement,2015,75,21,4.5,3.5,0.19,0.541,Medium,180600.0,1175,0.54
EMP01431,HR,Manager,L1,Male,Mumbai,Diploma,51,8.2,52000.0,4.3,4.9,4.2,29,1,0,0,Contract End,2018,0,10,3.2,3.2,0.02,0.222,Low,65500.0,67,0.65
EMP01432,Product,Director,L6,Female,Hyderabad,Master's,46,4.5,53200.0,3.6,3.7,3.4,28,4,2,0,Resignation,2020,50,10,4.0,3.7,0.22,0.373,Medium,63700.0,430,0.75
EMP01433,Finance,Individual Contributor,L6,Male,Kolkata,Master's,47,0.1,49900.0,4.2,2.9,3.0,8,0,2,0,Termination,2015,75,3,4.0,4.3,0.09,0.476,Medium,99200.0,42,0.44
EMP01434,Engineering,VP,L3,Male,Hyderabad,PhD,37,20.0,177900.0,5.0,4.1,2.7,14,0,3,0,Resignation,2018,25,14,2.4,4.5,0.0,0.333,Medium,142100.0,410,0.49
EMP01435,Sales,Analyst,L6,Female,Bangalore,Master's,42,7.8,84800.0,4.1,3.7,3.2,22,4,1,0,Retirement,2020,100,13,3.9,4.1,0.29,0.422,Medium,63900.0,1135,0.4
EMP01436,Finance,Senior Manager,L4,Male,Delhi,Bachelor's,51,5.7,116300.0,4.1,4.5,3.3,25,8,3,0,Contract End,2023,0,0,3.2,3.8,0.22,0.3,Low,211100.0,157,0.65
EMP01437,Engineering,Senior Analyst,L1,Female,Noida,Master's,25,8.8,168200.0,3.7,3.7,3.6,5,1,1,0,Transfer,2021,100,3,3.8,2.9,0.31,0.35,Medium,118600.0,159,0.64
EMP01438,Product,Individual Contributor,L5,Male,Mumbai,Master's,37,0.1,154000.0,2.9,4.2,3.1,31,6,0,0,Transfer,2016,50,19,4.4,3.7,0.16,0.463,Medium,230300.0,1465,0.88
EMP01439,Engineering,Senior Analyst,L2,Female,Noida,Master's,51,1.1,53400.0,3.7,2.3,2.5,7,4,0,1,Termination,2020,75,24,3.9,3.9,0.23,0.678,High,46100.0,890,0.39
EMP01440,Operations,Director,L3,Male,Bangalore,Master's,32,0.6,133800.0,4.4,3.4,3.9,21,5,2,0,Resignation,2019,25,19,3.5,3.3,0.21,0.5,Medium,255800.0,884,0.82
EMP01441,Operations,VP,L3,Male,Noida,MBA,31,1.5,69300.0,2.5,2.5,4.1,23,6,1,0,Termination,2021,50,5,4.2,4.4,0.13,0.468,Medium,57500.0,966,0.52
EMP01442,Finance,Analyst,L3,Male,Bangalore,Bachelor's,28,0.6,78800.0,3.4,3.5,3.3,15,1,2,1,Retirement,2016,100,20,4.3,2.1,0.34,0.569,Medium,67200.0,119,0.24
EMP01443,Sales,VP,L3,Male,Chennai,Bachelor's,38,6.0,81000.0,4.4,4.5,2.9,27,6,2,0,Retirement,2017,0,5,3.4,3.9,0.16,0.359,Medium,118400.0,979,0.67
EMP01444,Customer Success,Analyst,L3,Female,Kolkata,Bachelor's,31,0.9,86000.0,2.4,3.0,2.5,0,8,2,0,Transfer,2018,100,23,2.6,3.3,0.04,0.655,Medium,87700.0,769,0.64
EMP01445,Product,Senior Manager,L2,Non-Binary,Bangalore,MBA,43,7.7,94300.0,3.5,4.3,3.1,23,7,0,1,Resignation,2020,100,21,4.0,4.2,0.36,0.477,Medium,75900.0,1339,0.86
EMP01446,HR,Individual Contributor,L2,Male,Delhi,Bachelor's,34,8.7,84200.0,3.5,3.3,4.0,22,6,2,0,Termination,2021,50,17,3.5,2.3,0.02,0.395,Medium,47300.0,1405,0.75
EMP01447,Engineering,Senior Manager,L1,Male,Hyderabad,Master's,39,7.0,46800.0,4.0,4.0,4.5,30,2,3,0,Contract End,2021,0,4,3.3,3.3,0.13,0.218,Low,83300.0,1142,0.4
EMP01448,Finance,Senior Manager,L4,Male,Pune,Bachelor's,45,2.0,101400.0,4.3,3.2,4.2,8,6,3,0,Contract End,2015,50,24,4.0,4.4,0.12,0.566,Medium,141900.0,1199,0.49
EMP01449,Engineering,Director,L1,Female,Mumbai,MBA,39,6.5,68100.0,4.3,3.4,2.0,10,5,1,0,Termination,2018,100,4,4.9,2.3,0.39,0.48,Medium,44300.0,679,0.45
EMP01450,Engineering,Senior Analyst,L1,Female,Delhi,MBA,47,6.4,111700.0,4.3,4.2,4.0,16,0,1,0,Resignation,2021,75,17,3.8,4.0,0.36,0.431,Medium,76200.0,1300,0.79
EMP01451,Customer Success,Manager,L6,Male,Pune,Bachelor's,26,2.5,46500.0,2.9,4.8,2.4,18,3,3,0,Transfer,2017,50,22,4.8,3.6,0.26,0.511,Medium,26100.0,995,0.89
EMP01452,Product,Director,L4,Male,Noida,Master's,35,5.5,46400.0,4.1,2.6,3.6,27,1,2,0,Termination,2021,100,4,3.6,4.5,0.12,0.409,Medium,46000.0,375,0.74
EMP01453,Customer Success,VP,L3,Female,Chennai,Bachelor's,27,3.1,51900.0,4.3,3.8,2.9,24,5,2,1,Retirement,2015,25,9,4.3,3.4,0.34,0.416,Medium,58500.0,717,0.63
EMP01454,Finance,Analyst,L2,Female,Chennai,MBA,41,3.3,50800.0,4.5,3.7,3.2,26,7,1,0,Termination,2016,100,6,4.0,4.5,0.26,0.388,Medium,88500.0,766,0.8
EMP01455,Finance,Director,L4,Male,Delhi,MBA,29,5.7,45600.0,3.7,2.8,3.7,19,6,2,0,Termination,2021,50,13,3.4,3.6,0.06,0.439,Medium,64400.0,898,0.79
EMP01456,Finance,VP,L4,Female,Hyderabad,Master's,23,1.8,93400.0,4.7,3.0,4.0,15,6,1,0,Resignation,2020,100,4,4.0,2.4,0.22,0.423,Medium,176900.0,854,0.45
EMP01457,Customer Success,VP,L2,Male,Delhi,MBA,33,1.2,74400.0,4.3,2.3,4.4,17,1,3,0,Retirement,2016,50,20,4.3,4.3,0.1,0.56,Medium,89800.0,1084,0.8
EMP01458,Product,Senior Analyst,L5,Female,Delhi,MBA,46,4.2,57400.0,3.4,3.5,2.5,9,5,1,0,Resignation,2019,0,12,4.3,4.4,0.23,0.525,Medium,39200.0,190,0.69
EMP01459,Customer Success,Senior Manager,L2,Male,Hyderabad,Diploma,52,3.5,95100.0,4.6,4.4,3.8,11,8,0,0,Transfer,2015,50,5,4.3,4.0,0.32,0.295,Low,58900.0,352,0.84
EMP01460,Product,Analyst,L2,Male,Mumbai,MBA,35,2.2,44000.0,4.4,3.8,4.2,28,3,0,0,Contract End,2021,100,24,3.8,4.0,0.22,0.448,Medium,34100.0,144,0.63
EMP01461,Engineering,Senior Manager,L2,Female,Hyderabad,PhD,40,0.6,52200.0,3.7,3.8,3.4,10,3,3,1,Termination,2023,100,19,4.1,2.9,0.09,0.482,Medium,65400.0,540,0.72
EMP01462,Customer Success,Manager,L6,Female,Chennai,PhD,37,4.2,71800.0,4.3,2.8,3.9,0,8,0,0,Termination,2020,75,12,3.0,4.4,0.02,0.454,Medium,57900.0,889,0.26
EMP01463,Engineering,Senior Manager,L1,Female,Pune,PhD,49,1.0,107300.0,4.3,4.0,1.8,19,4,2,0,Contract End,2022,50,0,4.6,3.3,0.28,0.435,Medium,202400.0,645,0.57
EMP01464,Sales,VP,L3,Male,Kolkata,Master's,25,7.1,43700.0,3.9,3.3,4.5,16,0,2,1,Resignation,2022,75,20,4.7,3.6,0.09,0.483,Medium,36300.0,1402,0.55
EMP01465,Operations,Senior Manager,L2,Female,Noida,Bachelor's,43,3.7,58200.0,2.9,4.1,2.2,30,6,3,0,Contract End,2019,100,8,2.7,4.1,0.09,0.401,Medium,42900.0,256,0.7
EMP01466,Product,Senior Analyst,L5,Male,Noida,MBA,38,4.3,98800.0,2.9,3.9,2.7,13,4,1,0,Retirement,2023,25,5,4.0,3.7,0.34,0.362,Medium,135200.0,1159,0.75
EMP01467,HR,Senior Manager,L6,Male,Chennai,MBA,27,1.9,40200.0,4.5,3.2,1.6,13,0,2,0,Retirement,2021,25,5,3.6,4.4,0.2,0.476,Medium,60800.0,1158,0.62
EMP01468,Finance,VP,L5,Female,Kolkata,Master's,24,0.7,144700.0,4.0,3.4,3.5,16,7,1,1,Transfer,2020,50,12,2.5,2.6,0.11,0.425,Medium,279200.0,882,0.47
EMP01469,Finance,Manager,L3,Female,Chennai,MBA,27,1.7,63700.0,4.1,3.9,3.0,16,3,0,0,Contract End,2015,0,0,2.8,4.8,0.26,0.377,Medium,31900.0,765,0.56
EMP01470,Engineering,Senior Analyst,L1,Female,Delhi,Master's,31,1.5,26000.0,3.3,3.5,3.7,19,1,3,0,Retirement,2018,75,22,2.9,3.6,0.12,0.506,Medium,37200.0,670,0.23
EMP01471,HR,VP,L3,Female,Pune,Bachelor's,43,1.5,130000.0,4.2,4.4,2.6,1,7,0,0,Termination,2016,75,1,3.5,4.2,0.12,0.31,Low,167800.0,825,0.44
EMP01472,Operations,Manager,L6,Non-Binary,Mumbai,PhD,40,1.4,39600.0,2.9,3.9,3.9,29,4,0,0,Retirement,2018,50,15,2.7,4.3,0.01,0.423,Medium,49100.0,949,0.68
EMP01473,Engineering,Analyst,L3,Male,Bangalore,Master's,53,1.8,152300.0,4.2,4.2,3.3,1,5,1,0,Retirement,2016,75,24,4.3,2.8,0.25,0.498,Medium,233800.0,471,0.65
EMP01474,Customer Success,Individual Contributor,L2,Male,Noida,Bachelor's,36,4.0,30300.0,4.7,2.2,2.4,20,7,1,0,Transfer,2018,75,4,4.0,4.6,0.03,0.501,Medium,29500.0,1069,0.58
EMP01475,Customer Success,Manager,L4,Female,Chennai,Bachelor's,32,3.4,72400.0,5.0,3.2,3.7,22,0,3,0,Contract End,2023,50,12,4.9,2.6,0.15,0.433,Medium,50200.0,487,0.39
EMP01476,Product,Individual Contributor,L4,Female,Delhi,Bachelor's,42,4.7,68700.0,4.7,3.3,3.7,19,4,2,1,Termination,2022,100,24,4.7,2.5,0.26,0.525,Medium,82300.0,1140,0.65
EMP01477,Customer Success,VP,L3,Male,Delhi,MBA,27,3.0,44800.0,4.6,3.2,4.3,24,0,0,0,Retirement,2015,50,15,4.7,3.6,0.31,0.488,Medium,86100.0,57,0.43
EMP01478,Customer Success,Individual Contributor,L4,Female,Delhi,MBA,42,3.9,75000.0,3.6,4.2,3.2,31,0,2,0,Retirement,2017,50,5,3.3,4.4,0.2,0.373,Medium,89900.0,431,0.65
EMP01479,Engineering,Analyst,L1,Male,Bangalore,Bachelor's,41,0.1,32100.0,4.1,2.0,3.5,7,5,1,0,Transfer,2022,0,10,4.1,4.0,0.19,0.56,Medium,30100.0,399,0.38
EMP01480,HR,Director,L4,Female,Bangalore,PhD,57,1.3,76200.0,4.7,3.0,4.4,28,4,2,1,Transfer,2017,100,4,4.9,3.7,0.0,0.423,Medium,75000.0,69,0.72
EMP01481,Customer Success,Senior Analyst,L5,Female,Kolkata,PhD,31,7.0,63400.0,4.2,3.9,4.6,0,5,0,1,Contract End,2015,100,7,4.4,3.7,0.32,0.323,Low,85200.0,1292,0.42
EMP01482,Operations,Director,L1,Female,Chennai,MBA,50,1.2,30400.0,3.1,4.7,4.2,15,0,1,0,Resignation,2022,100,7,3.6,4.9,0.09,0.274,Low,46500.0,133,0.21
EMP01483,Engineering,Individual Contributor,L2,Female,Pune,Diploma,28,5.8,47600.0,3.3,3.7,4.4,20,4,3,0,Transfer,2019,25,4,3.8,3.2,0.08,0.325,Low,91100.0,1431,0.56
EMP01484,Sales,Director,L3,Male,Bangalore,Master's,31,3.0,58600.0,2.4,4.2,4.3,21,8,3,0,Termination,2020,75,8,4.3,4.3,0.28,0.313,Low,68400.0,446,0.43
EMP01485,Marketing,Manager,L5,Non-Binary,Pune,Bachelor's,45,1.7,105200.0,2.4,4.3,4.9,18,4,1,0,Transfer,2022,75,11,4.1,3.4,0.19,0.315,Low,55900.0,1287,0.61
EMP01486,Sales,Analyst,L2,Female,Noida,MBA,49,5.9,53600.0,4.6,4.1,4.4,30,1,1,1,Transfer,2020,75,22,3.3,2.7,0.16,0.422,Medium,62100.0,670,0.4
EMP01487,Sales,VP,L2,Female,Delhi,Master's,28,0.9,58500.0,4.9,4.5,3.9,17,0,1,0,Retirement,2018,75,0,3.4,4.5,0.18,0.26,Low,78400.0,91,0.6
EMP01488,Engineering,Individual Contributor,L5,Male,Delhi,Master's,43,5.1,61900.0,3.9,4.2,3.6,4,5,0,0,Transfer,2017,50,22,4.1,3.7,0.13,0.48,Medium,42500.0,695,0.8
EMP01489,Engineering,Senior Manager,L1,Female,Pune,Master's,55,8.8,52700.0,3.6,4.5,3.3,20,7,2,0,Termination,2023,50,11,4.1,4.2,0.15,0.373,Medium,94300.0,1375,0.82
EMP01490,Product,Director,L5,Female,Delhi,Diploma,50,2.2,53600.0,2.6,4.1,4.4,18,8,2,1,Transfer,2021,100,11,3.8,4.2,0.15,0.339,Medium,68300.0,331,0.44
EMP01491,Sales,Senior Analyst,L1,Male,Bangalore,MBA,27,1.2,93000.0,3.5,4.7,2.9,27,6,2,1,Resignation,2022,100,23,3.7,3.0,0.07,0.493,Medium,74600.0,1093,0.71
EMP01492,Marketing,Analyst,L1,Male,Chennai,Bachelor's,39,5.3,43600.0,3.8,4.5,3.5,11,8,1,1,Retirement,2022,100,16,3.6,4.2,0.32,0.389,Medium,30400.0,577,0.74
EMP01493,Customer Success,Director,L5,Female,Kolkata,Diploma,25,3.2,76000.0,4.2,4.3,4.5,21,4,2,0,Termination,2022,50,7,4.0,4.1,0.08,0.271,Low,135100.0,1104,0.75
EMP01494,Engineering,Senior Manager,L1,Male,Pune,MBA,35,2.1,55200.0,3.7,3.7,4.1,9,6,0,0,Contract End,2022,50,22,2.5,3.4,0.27,0.471,Medium,102900.0,648,0.69
EMP01495,Sales,Individual Contributor,L2,Male,Noida,Master's,48,0.5,60100.0,4.5,3.1,4.1,14,6,1,0,Resignation,2023,50,15,3.7,4.3,0.09,0.489,Medium,90800.0,1214,0.84
EMP01496,Operations,Individual Contributor,L3,Female,Kolkata,Bachelor's,23,5.2,262900.0,3.6,3.6,3.1,0,3,1,0,Transfer,2015,25,10,4.0,3.0,0.11,0.384,Medium,189100.0,620,0.47
EMP01497,Operations,Senior Analyst,L3,Male,Chennai,PhD,52,5.2,150100.0,2.6,3.7,3.2,8,6,2,0,Transfer,2020,0,11,4.8,3.7,0.17,0.434,Medium,81100.0,1023,0.72
EMP01498,Engineering,Senior Analyst,L3,Female,Kolkata,Bachelor's,54,2.0,94700.0,4.8,4.8,3.5,23,2,1,0,Resignation,2019,100,17,4.2,4.4,0.06,0.373,Medium,109700.0,1099,0.84
EMP01499,Finance,Senior Manager,L3,Male,Hyderabad,MBA,33,2.8,77100.0,4.6,4.0,3.8,2,8,1,0,Transfer,2015,100,4,2.7,3.4,0.05,0.35,Medium,63900.0,22,0.52
EMP01500,Engineering,Individual Contributor,L2,Female,Bangalore,Bachelor's,37,7.4,31800.0,3.6,4.7,4.8,16,8,1,0,Contract End,2016,50,15,3.9,3.4,0.23,0.304,Low,40200.0,1007,0.7
EMP01501,Customer Success,Analyst,L4,Non-Binary,Noida,Bachelor's,56,0.5,111900.0,4.5,3.4,3.8,4,1,1,1,Transfer,2018,50,23,3.9,4.0,0.38,0.533,Medium,162200.0,933,0.65
EMP01502,Product,Director,L3,Non-Binary,Bangalore,PhD,32,0.3,129000.0,2.8,2.3,3.1,5,6,3,0,Retirement,2023,50,18,3.5,3.7,0.04,0.62,Medium,82900.0,270,0.44
EMP01503,Marketing,Senior Manager,L2,Male,Pune,Master's,34,0.5,70300.0,4.5,4.3,3.7,24,0,3,0,Termination,2022,100,23,4.0,3.9,0.02,0.471,Medium,113600.0,1106,0.52
EMP01504,Sales,Senior Analyst,L6,Male,Mumbai,Diploma,57,0.3,57300.0,3.6,1.7,4.5,0,2,2,1,Termination,2023,50,4,4.6,3.8,0.01,0.431,Medium,50000.0,1450,0.47
EMP01505,Sales,VP,L2,Male,Kolkata,MBA,44,0.1,74700.0,4.9,3.4,2.2,7,7,0,0,Transfer,2019,50,14,4.1,3.4,0.36,0.545,Medium,145800.0,396,0.68
EMP01506,Engineering,Individual Contributor,L3,Female,Delhi,MBA,25,0.4,170800.0,3.0,4.5,4.4,18,2,1,1,Contract End,2021,50,13,3.0,1.5,0.34,0.353,Medium,259500.0,1235,0.73
EMP01507,Sales,Manager,L6,Female,Hyderabad,Bachelor's,36,3.1,97200.0,4.2,2.6,1.6,16,1,1,0,Termination,2021,75,24,3.1,3.2,0.19,0.658,Medium,115600.0,1267,0.56
EMP01508,Product,Senior Manager,L3,Female,Pune,Bachelor's,26,0.8,95700.0,3.3,3.4,4.1,17,3,0,0,Transfer,2015,100,14,4.5,3.6,0.08,0.465,Medium,117300.0,1478,0.72
EMP01509,Marketing,Senior Manager,L3,Non-Binary,Kolkata,Bachelor's,27,2.4,42200.0,3.0,3.9,3.9,19,8,2,1,Contract End,2019,75,1,2.9,4.2,0.35,0.347,Medium,76700.0,1148,0.26
EMP01510,Sales,Analyst,L3,Female,Noida,MBA,35,2.4,114900.0,3.8,2.5,2.9,15,4,3,0,Transfer,2016,75,10,2.9,3.4,0.04,0.562,Medium,163600.0,786,0.59
EMP01511,Marketing,Manager,L4,Female,Noida,MBA,52,5.0,60000.0,2.5,4.6,3.2,30,1,1,0,Retirement,2021,0,5,2.3,2.2,0.24,0.28,Low,72000.0,766,0.65
EMP01512,Marketing,Individual Contributor,L2,Male,Chennai,MBA,26,1.2,87900.0,3.4,4.0,3.7,5,0,2,0,Transfer,2019,50,14,2.8,3.2,0.09,0.444,Medium,163800.0,525,0.54
EMP01513,Finance,Senior Manager,L2,Female,Kolkata,Bachelor's,36,4.0,66800.0,4.8,3.2,4.1,13,5,2,0,Transfer,2020,50,22,3.9,4.0,0.35,0.551,Medium,86500.0,603,0.8
EMP01514,Customer Success,Senior Manager,L3,Male,Mumbai,Master's,24,1.0,50200.0,4.2,4.5,3.6,11,1,2,0,Termination,2019,100,15,2.6,3.8,0.24,0.442,Medium,39100.0,662,0.62
EMP01515,Marketing,Director,L2,Female,Noida,Master's,51,6.1,101400.0,3.3,3.9,4.3,7,0,3,0,Transfer,2018,50,5,4.1,3.5,0.02,0.29,Low,152500.0,813,0.29
EMP01516,Marketing,Director,L2,Male,Noida,MBA,27,9.0,79500.0,4.1,4.3,2.8,9,3,1,0,Contract End,2020,50,10,4.1,3.4,0.39,0.39,Medium,88800.0,1194,0.7
EMP01517,Marketing,Senior Analyst,L1,Female,Bangalore,MBA,29,3.1,80400.0,3.1,2.7,3.3,2,6,0,0,Contract End,2016,25,23,3.4,4.1,0.3,0.64,Medium,104700.0,730,0.74
EMP01518,Marketing,Manager,L2,Female,Noida,Bachelor's,29,1.0,79200.0,3.1,4.1,3.2,0,8,3,0,Retirement,2019,50,13,3.1,4.1,0.31,0.438,Medium,56800.0,583,0.88
EMP01519,Sales,Analyst,L3,Female,Bangalore,Bachelor's,56,0.6,68200.0,2.5,2.9,4.2,6,1,3,0,Retirement,2017,25,10,4.8,3.7,0.01,0.455,Medium,82800.0,14,0.73
EMP01520,Product,Individual Contributor,L4,Male,Noida,Master's,22,5.5,83700.0,3.9,3.7,3.1,6,3,3,0,Transfer,2021,50,23,4.0,2.5,0.39,0.563,Medium,157100.0,1104,0.27
EMP01521,Marketing,Manager,L1,Male,Chennai,Master's,50,13.4,107200.0,4.6,4.5,3.7,21,5,3,0,Contract End,2016,50,15,3.6,2.4,0.34,0.305,Low,137600.0,69,0.76
EMP01522,Product,Director,L4,Male,Bangalore,PhD,43,6.9,77200.0,4.7,3.7,2.8,13,8,0,0,Termination,2022,75,7,2.7,3.1,0.23,0.36,Medium,113800.0,200,0.77
EMP01523,Finance,Individual Contributor,L5,Male,Chennai,Master's,36,4.9,74300.0,4.7,4.9,4.5,15,0,1,0,Transfer,2022,100,9,4.0,4.6,0.33,0.291,Low,101400.0,1465,0.63
EMP01524,Operations,Senior Manager,L2,Male,Pune,Master's,39,0.3,27600.0,4.2,3.5,2.5,21,2,2,0,Contract End,2016,50,14,3.8,3.5,0.39,0.519,Medium,47500.0,1335,0.75
EMP01525,Operations,Manager,L1,Female,Delhi,PhD,24,2.4,34000.0,4.6,3.7,4.0,23,4,2,0,Retirement,2020,0,3,4.4,3.3,0.28,0.375,Medium,41400.0,1287,0.41
EMP01526,Operations,Senior Analyst,L1,Male,Bangalore,Master's,56,1.3,100300.0,4.7,3.8,3.7,30,1,2,0,Contract End,2020,75,5,3.5,2.2,0.33,0.323,Low,110700.0,654,0.51
EMP01527,Engineering,Analyst,L1,Male,Delhi,Master's,41,5.7,47200.0,4.8,4.6,3.1,9,6,1,0,Retirement,2020,100,16,3.5,4.2,0.13,0.436,Medium,71800.0,297,0.55
EMP01528,Engineering,VP,L3,Female,Noida,Master's,57,0.9,70600.0,4.5,4.4,4.0,3,4,3,0,Resignation,2021,0,21,4.8,2.6,0.35,0.423,Medium,60300.0,419,0.43
EMP01529,Engineering,Senior Manager,L3,Male,Noida,MBA,55,3.7,93900.0,2.8,3.0,3.6,3,3,3,0,Contract End,2017,50,24,4.0,3.6,0.37,0.6,Medium,118000.0,1296,0.71
EMP01530,Marketing,Director,L2,Male,Chennai,Bachelor's,52,20.0,79700.0,3.3,4.5,3.3,25,7,1,1,Retirement,2022,25,18,4.0,3.8,0.08,0.332,Medium,135800.0,970,0.24
EMP01531,Engineering,Manager,L2,Female,Bangalore,Master's,47,2.6,51400.0,4.1,4.4,3.6,7,5,2,0,Termination,2019,75,16,4.8,3.3,0.09,0.375,Medium,48900.0,795,0.39
EMP01532,Engineering,Analyst,L3,Female,Bangalore,Master's,39,3.6,192400.0,4.8,4.3,3.5,0,4,2,0,Contract End,2017,50,15,4.4,3.3,0.02,0.368,Medium,349600.0,969,0.77
EMP01533,Customer Success,Manager,L1,Male,Pune,Bachelor's,41,0.4,92800.0,3.7,4.9,2.8,16,8,2,0,Transfer,2020,25,17,3.7,1.5,0.13,0.412,Medium,131500.0,0,0.62
EMP01534,Sales,Senior Analyst,L4,Male,Hyderabad,Master's,29,3.8,25900.0,2.4,3.9,3.6,6,3,0,0,Contract End,2021,75,19,4.2,3.2,0.05,0.5,Medium,38000.0,667,0.44
EMP01535,Engineering,VP,L4,Male,Mumbai,Bachelor's,27,0.4,93600.0,3.2,3.3,3.2,9,8,2,0,Resignation,2021,50,23,4.0,3.8,0.32,0.62,Medium,149700.0,1027,0.79
EMP01536,Sales,VP,L4,Male,Hyderabad,Bachelor's,24,2.9,88200.0,4.1,4.1,4.4,13,2,2,0,Resignation,2021,100,23,3.7,3.0,0.37,0.435,Medium,57100.0,1336,0.5
